State name,District name,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Households,Rural_Households,Urban_Households,Housholds_with_Electric_Lighting,LPG_or_PNG_Households,Households_with_Internet,Households_with_Computer,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Car_Jeep_Van,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Male_percentage,Female_percentage,Sex_ratio,Male_literacy_percent,Female_literacy_percent
ARUNACHAL PRADESH,TAWANG,245,49977,29151,20826,26073,17720,8353,13182,10730,2452,8635,3794,96,494,4824,4036,895,11842,787,776,1164,34920,72,349,58.0,42.0,71.0,68.0,32.0
ARUNACHAL PRADESH,WEST KAMENG,246,83947,46155,37792,48492,29566,18926,24195,17889,6306,14188,7133,202,887,8634,7942,1299,31265,1970,8466,328,36087,71,5556,55.0,45.0,82.0,61.0,39.0
ARUNACHAL PRADESH,EAST KAMENG,247,78690,38775,39915,38449,21599,16850,19718,14503,5215,5318,3583,57,885,3169,4178,577,12333,652,37136,36,452,23,27868,49.0,51.0,103.0,56.0,44.0
ARUNACHAL PRADESH,PAPUM PARE,248,176573,89182,87391,121048,65794,55254,50488,20308,30180,30539,22966,2477,7418,23203,27411,6454,57027,6148,84397,310,4768,139,22586,51.0,49.0,98.0,54.0,46.0
ARUNACHAL PRADESH,UPPER SUBANSIRI,249,83448,41758,41690,45278,24807,20471,19214,14542,4672,5373,3123,139,750,3580,3653,569,13474,521,8779,28,297,11,59449,50.0,50.0,100.0,55.0,45.0
ARUNACHAL PRADESH,WEST SIANG,250,112274,58168,54106,64746,36777,27969,30775,22272,8503,14204,6115,303,1300,9593,10217,1964,15881,2218,29969,577,3311,49,60005,52.0,48.0,93.0,57.0,43.0
ARUNACHAL PRADESH,EAST SIANG,251,99214,50116,49098,62576,34210,28366,29021,19497,9524,14231,4866,450,1582,9363,12744,2072,27854,2289,18254,69,776,30,49393,51.0,49.0,98.0,55.0,45.0
ARUNACHAL PRADESH,UPPER SIANG,252,35320,18699,16621,18195,10723,7472,10751,8569,2182,6198,1504,97,392,2823,3491,430,5261,411,5643,27,2577,7,20967,53.0,47.0,89.0,59.0,41.0
ARUNACHAL PRADESH,CHANGLANG,253,148226,76948,71278,73174,44027,29147,39920,33422,6498,14593,4762,170,1486,9314,10621,1102,47683,2134,35969,94,50381,95,11738,52.0,48.0,93.0,60.0,40.0
ARUNACHAL PRADESH,TIRAP,254,111975,57604,54371,47974,29313,18661,24920,18420,6500,16026,3104,98,888,6118,7182,679,20682,1103,83361,61,778,43,5325,51.0,49.0,94.0,61.0,39.0
ARUNACHAL PRADESH,LOWER SUBANSIRI,255,83030,41843,41187,54057,29470,24587,23477,18112,5365,12493,4211,381,1598,7285,9532,2002,9551,1482,34402,27,193,13,37085,50.0,50.0,98.0,55.0,45.0
ARUNACHAL PRADESH,KURUNG KUMEY,256,92076,45318,46758,36606,20258,16348,19695,18603,1092,3911,586,95,969,1320,3318,605,4859,471,51189,43,121,81,34158,49.0,51.0,103.0,55.0,45.0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,257,8004,4414,3590,4436,2614,1822,3230,2055,1175,1074,605,17,133,685,816,96,3141,111,223,7,126,2,4267,55.0,45.0,81.0,59.0,41.0
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,258,54080,28053,26027,31849,18087,13762,15950,12000,3950,5932,3068,207,742,4345,6616,703,28915,2247,9213,33,2932,19,10393,52.0,48.0,93.0,57.0,43.0
ARUNACHAL PRADESH,LOHIT,259,145726,76221,69505,83062,48380,34682,44971,33599,11372,17157,6549,312,1471,12215,13372,1203,99020,3846,10684,210,24452,104,7277,52.0,48.0,91.0,58.0,42.0
ARUNACHAL PRADESH,ANJAW,260,21167,11507,9660,9990,6523,3467,6453,6025,428,1949,476,27,252,1153,1239,79,13088,655,271,273,644,12,6137,54.0,46.0,84.0,65.0,35.0
NAGALAND,MON,261,250260,131753,118507,119626,67432,52194,51022,43607,7415,14398,1080,178,2844,5647,13012,1007,8102,3444,236494,84,1256,314,1,53.0,47.0,90.0,56.0,44.0
NAGALAND,MOKOKCHUNG,262,194622,101092,93530,159494,83479,76015,55278,37536,17742,40154,7236,537,2728,20192,22667,3805,9840,2057,181847,78,442,66,6,52.0,48.0,93.0,52.0,48.0
NAGALAND,ZUNHEBOTO,263,140757,71217,69540,102881,53504,49377,37311,31267,6044,28846,1433,261,2008,9954,15491,2258,2580,772,136995,39,286,6,2,51.0,49.0,98.0,52.0,48.0
NAGALAND,WOKHA,264,166343,84505,81838,128208,67385,60823,46669,38499,8170,25268,3228,198,1757,10923,14850,1592,5605,2043,158236,34,318,8,20,51.0,49.0,97.0,53.0,47.0
NAGALAND,DIMAPUR,265,378811,197394,181417,278037,150142,127895,111969,49116,62853,71413,42378,3303,12077,50453,60055,10008,108900,31212,234239,566,1270,2148,157,52.0,48.0,92.0,54.0,46.0
NAGALAND,PHEK,266,163418,83743,79675,105893,57926,47967,46198,38903,7295,36182,2073,170,1558,9553,17005,1780,3563,950,158224,31,350,17,198,51.0,49.0,95.0,55.0,45.0
NAGALAND,TUENSANG,267,196596,101933,94663,117511,63653,53858,50141,40690,9451,24998,773,155,2251,7687,13878,1063,2979,1052,191864,27,572,5,1,52.0,48.0,93.0,54.0,46.0
NAGALAND,LONGLENG,268,50484,26502,23982,29859,16139,13720,15137,12686,2451,6416,186,37,635,1711,3813,303,873,635,48849,5,77,0,0,52.0,48.0,90.0,54.0,46.0
NAGALAND,KIPHIRE,269,74004,37830,36174,41232,22675,18557,20322,16032,4290,14147,120,47,478,2139,4911,239,1040,564,71803,13,210,1,1,51.0,49.0,96.0,55.0,45.0
NAGALAND,KOHIMA,270,267988,138966,129022,197489,107038,90451,76100,31845,44255,50724,20712,1928,7982,29077,38531,8428,25496,4384,234955,998,1519,80,335,52.0,48.0,93.0,54.0,46.0
NAGALAND,PEREN,271,95219,49714,45505,62204,34584,27620,24277,20204,4073,13859,605,121,1414,4334,8013,649,4076,1850,86145,15,459,10,2493,52.0,48.0,92.0,56.0,44.0
MANIPUR,SENAPATI,272,479148,247323,231825,264477,148012,116465,39834,38008,1826,22798,2430,256,2170,9623,13568,827,43833,1649,426819,140,2409,53,1243,52.0,48.0,94.0,56.0,44.0
MANIPUR,TAMENGLONG,273,140651,72371,68280,85006,47403,37603,28101,23982,4119,11541,1229,125,1362,5233,6037,495,2995,589,134760,59,425,57,1144,51.0,49.0,94.0,56.0,44.0
MANIPUR,CHURACHANDPUR,274,274143,138820,135323,195935,104013,91922,57825,52972,4853,29894,13371,837,4496,17498,24266,1807,12034,2886,254979,152,495,87,2333,51.0,49.0,97.0,53.0,47.0
MANIPUR,BISHNUPUR,275,237399,118782,118617,156333,87313,69020,56149,34977,21172,34364,11393,676,3447,23140,28217,2009,175102,18691,4264,56,76,16,38457,50.0,50.0,100.0,56.0,44.0
MANIPUR,THOUBAL,276,422168,210845,211323,269304,152617,116687,104263,65961,38302,49507,15994,880,5110,34893,48254,3141,267146,107323,4322,106,114,24,42347,50.0,50.0,100.0,57.0,43.0
MANIPUR,IMPHAL WEST,277,517992,255054,262938,392626,205985,186641,136801,51055,85746,87078,61736,4913,15066,77994,83432,12386,387497,24298,23377,589,1891,1264,77032,49.0,51.0,103.0,52.0,48.0
MANIPUR,IMPHAL EAST,278,456113,226094,230019,324664,173314,151350,110941,64421,46520,78663,41213,2739,9837,56265,63361,7743,274906,80199,27361,181,639,62,70825,50.0,50.0,102.0,53.0,47.0
MANIPUR,UKHRUL,279,183998,94718,89280,129829,70148,59681,41890,36084,5806,14026,1659,276,2437,7360,12142,1107,7553,1115,174112,108,635,70,32,51.0,49.0,94.0,54.0,46.0
MANIPUR,CHANDEL,280,144182,74579,69603,90302,51053,39249,34160,30377,3783,18764,1424,184,1782,8319,12428,908,10810,3086,129049,136,400,59,354,52.0,48.0,93.0,57.0,43.0
MIZORAM,MAMIT,281,86364,44828,41536,60191,32977,27214,20855,16726,4129,12158,4010,90,1073,6263,10031,565,2989,1782,69104,13,12328,25,19,52.0,48.0,93.0,55.0,45.0
MIZORAM,KOLASIB,282,83955,42918,41037,65895,34147,31748,22176,9669,12507,14853,8787,367,1986,8392,12841,867,4000,4426,75210,16,108,2,46,51.0,49.0,96.0,52.0,48.0
MIZORAM,AIZAWL,283,400309,199270,201039,340595,169547,171048,100911,20570,80341,79804,64710,4019,21093,59257,73438,9581,13249,5264,379134,105,1570,76,505,50.0,50.0,101.0,50.0,50.0
MIZORAM,CHAMPHAI,284,125745,63388,62357,100802,51440,49362,31112,18395,12717,23948,9115,186,2263,13445,19039,1237,1075,699,123446,9,151,45,194,50.0,50.0,98.0,51.0,49.0
MIZORAM,SERCHHIP,285,64937,32851,32086,54476,27598,26878,15490,7472,8018,12315,5511,131,987,7043,10185,702,991,335,63444,6,60,9,35,51.0,49.0,98.0,51.0,49.0
MIZORAM,LUNGLEI,286,161428,82891,78537,121122,64515,56607,38794,21479,17315,26394,14037,482,3725,15871,21471,1982,5231,1290,127124,74,27543,93,5,51.0,49.0,95.0,53.0,47.0
MIZORAM,LAWNGTLAI,287,117894,60599,57295,62861,36444,26417,27266,21993,5273,9283,5213,162,1329,6657,7895,631,1668,522,63892,52,51549,122,2,51.0,49.0,95.0,58.0,42.0
MIZORAM,SAIHA,288,56574,28594,27980,42233,21861,20372,12827,7043,5784,7400,4783,168,1194,4797,5856,507,933,514,54977,11,102,4,2,51.0,49.0,98.0,52.0,48.0
TRIPURA,WEST TRIPURA,289,1725739,879428,846311,1361354,722998,638356,506637,289621,217016,314567,103228,6394,36186,231324,228799,11356,1512801,152791,53622,499,2128,362,430,51.0,49.0,96.0,53.0,47.0
TRIPURA,SOUTH TRIPURA,290,876001,447544,428457,646810,351082,295728,264077,219171,44906,133744,20246,948,10393,78159,87445,3454,736015,49258,39258,245,49420,106,808,51.0,49.0,96.0,54.0,46.0
TRIPURA,DHALAI,291,378230,194544,183686,276217,151643,124574,103528,89457,14071,46875,5532,273,5067,24750,25563,907,307120,8256,22940,175,39120,85,206,51.0,49.0,94.0,55.0,45.0
TRIPURA,NORTH TRIPURA,292,693947,352860,341087,520402,275646,244756,192621,150437,42184,81601,19631,997,10310,43755,63308,2726,507967,105737,44062,151,34717,307,70,51.0,49.0,97.0,53.0,47.0
MEGHALAYA,WEST GARO HILLS,293,643291,324159,319132,358702,193438,165264,157945,139351,18594,51301,10006,1630,8872,35051,45766,3589,122936,106788,389956,209,3392,144,16950,50.0,50.0,98.0,54.0,46.0
MEGHALAYA,EAST GARO HILLS,294,317917,161223,156694,192147,102513,89634,74216,62698,11518,24550,1839,288,2368,15115,15314,1167,17272,3359,289708,56,1004,38,5617,51.0,49.0,97.0,53.0,47.0
MEGHALAYA,SOUTH GARO HILLS,295,142334,73170,69164,82062,45003,37059,39643,35930,3713,10940,482,179,1625,6721,6235,695,7036,1050,132984,27,332,10,362,51.0,49.0,95.0,55.0,45.0
MEGHALAYA,WEST KHASI HILLS,296,383461,193715,189746,230678,117307,113371,87131,74832,12299,32873,476,149,2462,12548,19192,1683,6498,1533,366881,58,1313,38,5878,51.0,49.0,98.0,51.0,49.0
MEGHALAYA,RIBHOI,297,258840,132531,126309,155859,80977,74882,63724,57988,5736,30676,2319,291,1906,14471,20670,1865,30945,1838,218508,166,428,49,6308,51.0,49.0,95.0,52.0,48.0
MEGHALAYA,EAST KHASI HILLS,298,825922,410749,415173,578030,287270,290760,215091,106248,108843,135941,41496,5032,19306,79933,93619,15048,144935,14185,543394,2495,3111,303,115597,50.0,50.0,101.0,50.0,50.0
MEGHALAYA,EAST JAINTIA HILLS,299,395124,196285,198839,187527,87371,100156,83717,76546,7171,41677,7150,510,4333,17352,30613,4790,12456,1646,271596,34,284,45,107559,50.0,50.0,101.0,47.0,53.0
ASSAM,KOKRAJHAR,300,887142,452905,434237,489305,275220,214085,222011,204896,17115,41373,15089,1218,14063,32320,75903,2996,529068,252271,101091,93,1718,396,123,51.0,49.0,96.0,56.0,44.0
ASSAM,DHUBRI,301,1949258,997848,951410,922341,511551,410790,521019,460602,60417,72232,28963,1828,26263,44414,139069,3672,388380,1553023,4107,254,101,1846,45,51.0,49.0,95.0,55.0,45.0
ASSAM,GOALPARA,302,1008183,513292,494891,563577,304302,259275,268114,228610,39504,78641,21455,1364,13524,42628,93630,4112,347878,579929,77862,771,194,477,103,51.0,49.0,96.0,54.0,46.0
ASSAM,BARPETA,303,1693622,867004,826618,897058,499038,398020,499381,447189,52192,84804,50806,2078,25286,55319,151699,5560,492966,1198036,1020,112,49,399,14,51.0,49.0,95.0,56.0,44.0
ASSAM,MORIGAON,304,957423,486651,470772,539902,289698,250204,257481,232206,25275,52404,20083,1421,15145,32449,80962,3927,451882,503257,834,113,65,244,11,51.0,49.0,97.0,54.0,46.0
ASSAM,NAGAON,305,2823768,1439112,1384656,1710716,921850,788866,799185,674999,124186,195631,89206,5121,45956,127523,271238,13979,1225246,1563203,26844,3036,1073,1162,61,51.0,49.0,96.0,54.0,46.0
ASSAM,SONITPUR,306,1924110,983904,940206,1108572,620525,488047,547853,483325,64528,133368,70047,4358,31254,106909,163277,11760,1422824,350536,138166,1363,5088,1003,221,51.0,49.0,96.0,56.0,44.0
ASSAM,LAKHIMPUR,307,1042137,529674,512463,683486,375552,307934,327933,293239,34694,60296,32104,1948,15011,45689,92394,6904,797130,193476,46217,412,1074,250,2410,51.0,49.0,97.0,55.0,45.0
ASSAM,DHEMAJI,308,686133,351249,334884,423028,237761,185267,228262,211758,16504,28195,16547,1192,10410,25776,57166,3504,655052,13475,8711,297,911,167,6315,51.0,49.0,95.0,56.0,44.0
ASSAM,TINSUKIA,309,1327929,680231,647698,798322,453449,344873,381614,290704,90910,161718,70471,5135,27948,111738,124737,13323,1181347,48373,76877,1999,16228,837,395,51.0,49.0,95.0,57.0,43.0
ASSAM,DIBRUGARH,310,1326335,676434,649901,884531,491361,393170,377015,299852,77163,136685,76292,8817,34479,121737,139869,21112,1198401,64526,52968,2261,4673,1055,46,51.0,49.0,96.0,56.0,44.0
ASSAM,SIVASAGAR,311,1151050,589216,561834,813505,444767,368738,405229,360182,45047,123430,61450,5146,22124,97792,137392,18234,1007277,95553,33147,902,3953,286,8541,51.0,49.0,95.0,55.0,45.0
ASSAM,JORHAT,312,1092256,556805,535451,794929,432335,362594,367154,286330,80824,122063,71639,5651,26357,92598,128081,16081,1008219,54684,21051,1540,2378,719,578,51.0,49.0,96.0,54.0,46.0
ASSAM,GOLAGHAT,313,1066888,543161,523727,721764,396475,325289,327083,292893,34190,82345,40889,3073,17636,70930,103909,9295,917426,90312,50582,1131,3863,530,1347,51.0,49.0,96.0,55.0,45.0
ASSAM,KARBI ANGLONG,314,956313,490167,466146,557214,314253,242961,252876,215691,37185,53918,18763,1923,11340,56689,78269,3934,766000,20290,157789,370,6260,397,3568,51.0,49.0,95.0,56.0,44.0
ASSAM,DIMA HASAO,315,214102,110802,103300,140873,78559,62314,58919,37610,21309,19389,9202,524,3753,14210,18890,1326,143593,4358,63310,207,680,70,1170,52.0,48.0,93.0,56.0,44.0
ASSAM,CACHAR,316,1736617,886284,850333,1174128,639946,534182,435160,346227,88933,140205,62135,5316,37541,99887,168487,8700,1038985,654816,37635,280,341,1673,98,51.0,49.0,96.0,55.0,45.0
ASSAM,KARIMGANJ,317,1228686,625864,602822,795297,435942,359355,294640,261945,32695,70951,28261,1933,24699,38570,105749,3757,521962,692489,11990,114,446,524,110,51.0,49.0,96.0,55.0,45.0
ASSAM,HAILAKANDI,318,659296,337890,321406,407366,226836,180530,175417,159215,16202,44143,11035,1211,10615,19998,55345,2583,251194,397653,8480,84,490,247,636,51.0,49.0,95.0,56.0,44.0
ASSAM,BONGAIGAON,319,738804,375818,362986,434078,237114,196964,220393,181923,38470,49866,29937,2523,12959,36350,78595,5837,359145,371033,5924,384,236,871,9,51.0,49.0,97.0,55.0,45.0
ASSAM,CHIRANG,320,482162,244860,237302,259902,145869,114033,140631,129018,11613,22502,8135,747,8627,16559,43203,1814,320647,109248,49747,87,406,125,482,51.0,49.0,97.0,56.0,44.0
ASSAM,KAMRUP,321,1517542,778461,739081,995319,550219,445100,434445,390596,43849,122191,70272,3109,23468,90941,164899,10052,877495,601784,33297,319,185,1330,55,51.0,49.0,95.0,55.0,45.0
ASSAM,KAMRUP METROPOLITAN,322,1253938,647585,606353,1001191,537227,463964,428192,61334,366858,250861,223368,29117,85123,212645,252808,53778,1064412,151071,18810,3679,1627,9250,170,52.0,48.0,94.0,54.0,46.0
ASSAM,NALBARI,323,771639,396006,375633,531771,293184,238587,238944,210706,28238,68313,37849,1631,12360,45938,86710,4785,491582,277488,429,62,27,1004,9,51.0,49.0,95.0,55.0,45.0
ASSAM,BAKSA,324,950075,481330,468745,572837,322614,250223,295221,291641,3580,44425,11281,1175,13566,36032,86067,2479,782901,135750,27076,156,1189,239,353,51.0,49.0,97.0,56.0,44.0
ASSAM,DARRANG,325,928500,475273,453227,487039,268666,218373,288706,268517,20189,45444,17676,1166,12084,30616,72141,3533,327322,597392,1688,431,57,724,19,51.0,49.0,95.0,55.0,45.0
ASSAM,UDALGURI,326,831668,421617,410051,469926,264326,205600,281625,267790,13835,53507,13666,1448,11893,44972,77068,2867,612425,105319,110215,215,1681,124,229,51.0,49.0,97.0,56.0,44.0
WEST BENGAL,DARJEELING,327,1846823,937259,909564,1315585,717673,597912,518959,303284,215675,297176,141897,10943,38065,222987,239601,15192,1366681,105086,141848,2032,209240,1840,15523,51.0,49.0,97.0,55.0,45.0
WEST BENGAL,JALPAIGURI,328,3872846,1983064,1889782,2498780,1396622,1102158,1117804,798378,319426,382500,138522,9322,48818,268908,332800,16431,3156781,445817,186279,2994,50676,1461,23816,51.0,49.0,95.0,56.0,44.0
WEST BENGAL,COOCH BEHAR,329,2819086,1451542,1367544,1850504,1028733,821771,900738,803407,97331,186195,49914,3534,34438,110969,215363,8121,2087766,720033,4122,449,445,1869,158,51.0,49.0,94.0,56.0,44.0
WEST BENGAL,UTTAR DINAJPUR,330,3007134,1551066,1456068,1489667,853495,636172,778250,683981,94269,199307,39138,2883,31210,105431,198832,8150,1482943,1501170,16702,477,432,1324,1622,52.0,48.0,94.0,57.0,43.0
WEST BENGAL,DAKSHIN DINAJPUR,331,1676276,857199,819077,1083685,596474,487211,461026,390949,70077,168069,37186,2518,24318,103980,154925,6211,1232850,412788,24794,276,148,323,2786,51.0,49.0,96.0,55.0,45.0
WEST BENGAL,MALDA,332,3988845,2051541,1937304,2086432,1152019,934413,958996,830318,128678,297716,54213,5357,63525,142659,295922,9639,1914352,2045151,13209,747,359,639,7929,51.0,49.0,94.0,55.0,45.0
WEST BENGAL,MURSHIDABAD,333,7103807,3627564,3476243,4055834,2177187,1878647,1851965,1501066,350899,541169,92742,7951,79729,296566,530442,14050,2359061,4707573,18102,766,348,3037,7429,51.0,49.0,96.0,54.0,46.0
WEST BENGAL,BIRBHUM,334,3502404,1790920,1711484,2158447,1201481,956966,965609,831044,134565,333752,57010,5210,39636,191514,272320,7305,2181515,1298054,10906,582,258,1152,6051,51.0,49.0,96.0,56.0,44.0
WEST BENGAL,PURBA BARDHAMAN,335,7717563,3966889,3750674,5247208,2918040,2329168,2227236,1364868,862368,1049943,292585,32323,141387,747286,930784,46714,6008472,1599764,21220,16675,1602,1674,44968,51.0,49.0,95.0,56.0,44.0
WEST BENGAL,NADIA,336,5167600,2653768,2513832,3480555,1878866,1601689,1549771,1081381,468390,623729,168314,12787,77210,384314,544290,18658,3728482,1382682,33835,849,514,281,16893,51.0,49.0,95.0,54.0,46.0
WEST BENGAL,NORTH 24 PARGANAS,337,10009781,5119389,4890392,7608693,4056046,3552647,2859140,1209337,1649803,1608749,791267,105185,307381,1151793,1475106,83803,7352769,2584684,26933,9394,5818,4452,2930,51.0,49.0,96.0,53.0,47.0
WEST BENGAL,HOOGHLY,338,5519145,2814653,2704492,4078388,2211777,1866611,1640038,992085,647953,965258,319815,31725,118459,628340,780325,24013,4574569,870204,7300,2662,1730,2160,49050,51.0,49.0,96.0,54.0,46.0
WEST BENGAL,BANKURA,339,3596674,1838095,1758579,2232992,1299337,933655,991400,900515,90885,334670,45126,4273,34128,177819,297338,7898,3033581,290450,3865,386,260,2904,260694,51.0,49.0,96.0,58.0,42.0
WEST BENGAL,PURULIA,340,2930115,1496996,1433119,1624905,1002058,622847,752652,653219,99433,189889,30675,3551,32862,104489,191057,6602,2373120,227249,8646,622,209,3052,309029,51.0,49.0,96.0,62.0,38.0
WEST BENGAL,HOWRAH,341,4850029,2500819,2349210,3605206,1942824,1662382,1352697,483384,869313,796953,325053,30751,99261,539312,659579,22295,3535844,1270641,8666,4380,1258,9699,1265,52.0,48.0,94.0,54.0,46.0
WEST BENGAL,KOLKATA,342,4496694,2356766,2139928,3588137,1926915,1661222,1308106,0,1308106,927602,623579,136618,252644,816141,857883,85605,3440290,926414,39758,13849,4771,21178,1452,52.0,48.0,91.0,54.0,46.0
WEST BENGAL,SOUTH 24 PARGANAS,343,8161961,4173778,3988183,5531657,3043277,2488380,2180232,1568802,611430,837874,232355,20665,115871,569137,869569,38610,5155545,2903075,66498,2783,2494,972,6065,51.0,49.0,96.0,55.0,45.0
WEST BENGAL,PASCHIM MEDINIPUR,344,5913457,3007885,2905572,4078412,2266913,1811499,1565383,1364335,201048,663811,108068,8970,62108,304905,533930,14598,5056953,620554,23287,2854,2019,1550,184278,51.0,49.0,97.0,56.0,44.0
WEST BENGAL,PURBA MEDINIPUR,345,5095875,2629834,2466041,3923194,2149073,1774121,1363713,1193006,170707,530761,55834,9076,67707,225190,499045,14605,4343972,743436,2648,746,317,574,359,52.0,48.0,94.0,55.0,45.0
JHARKHAND,GARHWA,346,1322784,683575,639209,653476,405161,248315,292052,272872,19180,29373,6798,565,8881,21864,100748,2671,1104475,194680,17168,123,371,20,4591,52.0,48.0,94.0,62.0,38.0
JHARKHAND,CHATRA,347,1042886,533935,508951,510061,303902,206159,215502,200974,14528,27037,5307,590,9115,17627,82823,2110,903179,116710,6565,888,35,129,12936,51.0,49.0,95.0,60.0,40.0
JHARKHAND,KODERMA,348,716259,367222,349037,390249,238780,151469,151485,116714,34771,62318,11810,845,7195,28323,78836,2538,605138,107018,1221,944,32,980,269,51.0,49.0,95.0,61.0,39.0
JHARKHAND,GIRIDIH,349,2445474,1258098,1187376,1253475,783736,469739,499450,452564,46886,125431,16909,1944,19976,63911,242670,6290,1856202,508586,14645,937,650,1503,59218,51.0,49.0,94.0,63.0,37.0
JHARKHAND,DEOGHAR,350,1492073,775022,717051,793538,489837,303701,321710,257373,64337,130193,26760,1944,13550,64890,126305,3714,1165140,302626,6027,143,188,282,16067,52.0,48.0,93.0,62.0,38.0
JHARKHAND,GODDA,351,1313551,677927,635624,604519,376212,228307,292030,276454,15576,43230,7421,874,11925,25764,89533,1754,937126,289182,37795,97,128,115,47067,52.0,48.0,94.0,62.0,38.0
JHARKHAND,SAHIBGANJ,352,1150567,589391,561176,483263,287303,195960,260993,223450,37543,34879,11545,591,9563,24604,64808,1285,628044,398243,83208,198,245,125,38426,51.0,49.0,95.0,59.0,41.0
JHARKHAND,PAKUR,353,900422,452661,447761,352881,206989,145892,217175,200588,16587,31414,5316,328,4535,16500,39592,923,410127,322963,75865,356,283,222,88760,50.0,50.0,99.0,59.0,41.0
JHARKHAND,DHANBAD,354,2684487,1405956,1278531,1722204,1014950,707254,664219,258764,405455,427173,83995,11568,46646,290580,328776,18631,2149480,431762,11243,9727,331,1268,77182,52.0,48.0,91.0,59.0,41.0
JHARKHAND,BOKARO,355,2062330,1072807,989523,1273520,759088,514432,508764,250312,258452,274726,67157,9754,37997,179570,239204,21098,1636460,241451,13730,4174,1890,2045,160524,52.0,48.0,92.0,60.0,40.0
JHARKHAND,LOHARDAGA,356,461790,232629,229161,259707,149568,110139,111484,96759,14725,28769,8016,351,2954,12504,32713,1102,112378,95012,16770,51,33,15,235987,50.0,50.0,99.0,58.0,42.0
JHARKHAND,EAST SINGHBHUM,357,2293919,1176902,1117017,1507699,856526,651173,604663,262537,342126,382507,159644,22042,63985,228411,274111,32092,1550178,203999,30172,38544,892,1670,465367,51.0,49.0,95.0,57.0,43.0
JHARKHAND,PALAMU,358,1939869,1006302,933567,1024563,621706,402857,407904,355529,52375,68238,17270,2155,19981,51012,167482,8015,1683169,238295,6164,734,188,284,5681,52.0,48.0,93.0,61.0,39.0
JHARKHAND,LATEHAR,359,726978,369666,357312,350682,209706,140976,160514,146377,14137,38194,2177,340,6240,10697,39512,1268,473049,69808,47653,120,128,16,133525,51.0,49.0,97.0,60.0,40.0
JHARKHAND,HAZARIBAGH,360,1734495,890881,843614,1013249,596113,417136,381748,312983,68765,176888,23057,3532,18181,84424,201427,9803,1397227,281247,17137,1312,71,1676,34154,51.0,49.0,95.0,59.0,41.0
JHARKHAND,RAMGARH,361,949443,494230,455213,596497,350031,246466,252625,134067,118558,149265,24095,2876,12021,87482,117980,7418,774251,129037,7260,5093,69,537,32378,52.0,48.0,92.0,59.0,41.0
JHARKHAND,DUMKA,362,1321442,668514,652928,672409,406275,266134,326978,303697,23281,62110,11836,1193,10396,32443,75323,2912,1044726,106865,86404,234,267,162,78622,51.0,49.0,98.0,60.0,40.0
JHARKHAND,JAMTARA,363,791042,404830,386212,426312,258260,168052,185668,165555,20113,49419,5564,808,4959,31194,55601,1632,550560,164406,4419,520,118,783,68564,51.0,49.0,95.0,61.0,39.0
JHARKHAND,RANCHI,364,2914253,1494937,1419316,1911433,1085244,826189,730982,420740,310242,350908,164237,22538,76565,247137,334055,34053,1612239,410759,193974,4826,932,2733,677445,51.0,49.0,95.0,57.0,43.0
JHARKHAND,KHUNTI,365,531885,266335,265550,284575,164741,119834,135719,123245,12474,29157,3779,417,4747,11314,27125,1016,138863,13122,136438,69,245,148,241292,50.0,50.0,100.0,58.0,42.0
JHARKHAND,GUMLA,366,1025213,514390,510823,559720,321795,237925,233074,216629,16445,31687,9108,831,7807,18701,55186,2181,309563,51429,202449,221,531,23,457468,50.0,50.0,99.0,57.0,43.0
JHARKHAND,SIMDEGA,367,599578,300309,299269,343483,191991,151492,155283,144169,11114,16865,3472,423,4649,7606,27504,1158,201524,15103,306601,51,753,114,73930,50.0,50.0,100.0,56.0,44.0
JHARKHAND,WEST SINGHBHUM,368,1502338,749385,752953,727561,439273,288288,400324,336928,63396,121955,19441,1959,12472,40486,76341,3704,423937,38103,87587,946,389,52,945864,50.0,50.0,100.0,60.0,40.0
JHARKHAND,SARAIKELA-KHARSAWAN,369,1065056,544411,520645,612993,365332,247661,285687,217248,68439,138131,26118,2606,12081,60378,90836,4584,709016,63588,8113,1114,187,72,280469,51.0,49.0,96.0,60.0,40.0
ORISSA,BARGARH,370,1481255,749161,732094,983783,557217,426566,458961,411566,47395,166909,16880,2401,12343,106176,123180,4546,1459065,7527,11744,652,161,125,44,51.0,49.0,98.0,57.0,43.0
ORISSA,JHARSUGUDA,371,579505,296690,282815,405879,228092,177787,177186,103224,73962,81433,18950,2498,7555,57831,65742,3966,553587,12783,10462,1441,80,70,67,51.0,49.0,95.0,56.0,44.0
ORISSA,SAMBALPUR,372,1041099,526877,514222,703691,393192,310499,315495,220697,94798,126498,33612,5231,14521,91058,104722,5946,964188,20120,50637,2506,310,86,1117,51.0,49.0,98.0,56.0,44.0
ORISSA,DEOGARH,373,312520,158230,154290,197819,112649,85170,98758,91408,7350,22453,2236,825,3247,10554,19048,1033,296001,704,14518,53,102,7,409,51.0,49.0,98.0,57.0,43.0
